thermo          100
thermo_style    custom step temp c_ctemp pe ke etotal press
dump            traj all custom ${DUMPEVERY} trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_b_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_b_ramp_1200K.lammpstrj id type xu yu zu
dump_modify     traj sort id

# CONTINUOUS HEAT-UP: NO velocity re-initialization. The carried-over state is
# brought to TSTAGE by the thermostat (the start structure is ~300 K from
# Phase 4/5 equilibration; each later stage continues from the previous final).
fix             nvt mobile nvt temp ${TSTAGE} ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 1200 ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 1200 1200 ${TDAMP}
fix             nvt mobile nvt temp 1200 1200 25
timestep        ${DT}
timestep        0.25
run             ${NSTEPS}
run             40000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

WARNING: Fix recenter should come after all other integration fixes (src/fix_recenter.cpp:130)
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 2 2 7
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Per MPI rank memory allocation (min/avg/max) = 88.02 | 88.02 | 88.02 Mbytes
   Step          Temp         c_ctemp         PotEng         KinEng         TotEng         Press     
         0   568.7557       690.63192     -7474.2429      115.28398     -7358.9589      16085.479    
       100   825.80558      1002.7639     -7485.9011      167.38673     -7318.5143      7152.8728    
       200   851.04652      1033.4136     -7447.6131      172.50295     -7275.1101      7288.1227    
       300   787.0397       955.69106     -7383.7083      159.52908     -7224.1792      17950.79     
       400   1056.1363      1282.4513     -7395.9879      214.07364     -7181.9142      233.00338    
       500   1115.1406      1354.0993     -7421.4204      226.03352     -7195.3868      13950.172    
       600   980.03791      1190.046      -7426.7078      198.64887     -7228.0589      10235.783    
       700   901.93414      1095.2057     -7404.5231      182.81762     -7221.7055      5826.7451    
       800   907.77424      1102.2973     -7360.9747      184.00137     -7176.9734      12216.426    
       900   1151.7498      1398.5534     -7409.58        233.45403     -7176.126       16279.943    
      1000   1037.5073      1259.8303     -7423.7272      210.29763     -7213.4296      11569.975    
      1100   896.61411      1088.7457     -7407.9847      181.73927     -7226.2454      10426.47     
      1200   972.66021      1181.0874     -7404.4083      197.15344     -7207.2548      21883.804    
      1300   1091.3352      1325.1928     -7399.9593      221.20829     -7178.751       24872.718    
      1400   978.87037      1188.6283     -7384.759       198.41221     -7186.3468      29749.591    
      1500   945.97823      1148.6878     -7417.2565      191.74514     -7225.5113      10736.612    
      1600   807.74001      980.82715     -7392.7684      163.72493     -7229.0435      16418.309    
      1700   1035.8036      1257.7615     -7394.617       209.95229     -7184.6647      5595.348     
      1800   1065.3121      1293.5933     -7379.8317      215.93353     -7163.8982      16703.085    
      1900   956.13396      1161.0198     -7382.1399      193.80365     -7188.3362      16537.737    
      2000   913.39461      1109.122      -7387.1534      185.1406      -7202.0128     -12908.332    
      2100   1074.1559      1304.3322     -7420.8829      217.72612     -7203.1568      7367.9738    
      2200   930.35918      1129.7219     -7412.9069      188.57923     -7224.3277      10658.671    
      2300   903.54636      1097.1634     -7399.6214      183.14441     -7216.477       22180.502    
      2400   1224.9695      1487.4629     -7437.2273      248.29529     -7188.932       16851.054    
      2500   759.46483      922.20729     -7387.7885      153.93979     -7233.8487      36599.838    
      2600   698.63243      848.33938     -7400.1016      141.60936     -7258.4923      17695.338    
      2700   1063.9671      1291.96       -7450.154       215.66089     -7234.4931      18072.226    
      2800   932.24306      1132.0094     -7415.6351      188.96109     -7226.674       15460.417    
      2900   875.62806      1063.2626     -7369.5335      177.4855      -7192.048       19617.914    
      3000   1149.6747      1396.0335     -7397.3958      233.0334      -7164.3624      7677.8488    
      3100   995.97829      1209.4022     -7388.455       201.8799      -7186.5751      7152.7527    
      3200   942.02826      1143.8915     -7410.0739      190.9445      -7219.1294      10525.98     
      3300   841.15007      1021.3965     -7394.9046      170.49698     -7224.4076      5357.8729    
      3400   1134.7368      1377.8947     -7406.7582      230.00557     -7176.7526      42471.832    
      3500   1095.8008      1330.6153     -7383.9255      222.11344     -7161.812       5660.051     
      3600   943.75772      1145.9915     -7377.849       191.29505     -7186.554       3560.6146    
      3700   1037.388       1259.6855     -7419.3183      210.27345     -7209.0449      31202.58     
      3800   1032.5035      1253.7543     -7434.0116      209.28339     -7224.7282      20054.957    
      3900   873.69403      1060.9142     -7420.5497      177.09349     -7243.4563      15636.262    
      4000   968.33286      1175.8328     -7441.724       196.27631     -7245.4477      24729.348    
      4100   1005.3573      1220.791      -7413.2059      203.78098     -7209.4249      10057.118    
      4200   984.17985      1195.0755     -7378.078       199.48842     -7178.5896      15311.564    
      4300   1164.0859      1413.5329     -7409.122       235.95449     -7173.1675     -9678.2072    
      4400   894.20183      1085.8165     -7406.335       181.25031     -7225.0847      19144.341    
      4500   928.13761      1127.0242     -7430.9871      188.12893     -7242.8582      8696.5092    
      4600   1077.007       1307.7942     -7441.9651      218.30402     -7223.661       10838.378    
      4700   756.75958      918.92235     -7363.919       153.39145     -7210.5275      13418.193    
      4800   960.19709      1165.9536     -7364.9804      194.62723     -7170.3532      15152.217    
      4900   1048.4034      1273.0613     -7367.9377      212.50621     -7155.4315      6644.4942    
      5000   1176.5741      1428.6971     -7411.0871      238.48578     -7172.6013      11356.912    
      5100   860.78713      1045.2415     -7391.4061      174.47732     -7216.9288      16515.489    
      5200   965.02875      1171.8206     -7403.4732      195.60658     -7207.8666      9982.2297    
      5300   1015.9118      1233.6072     -7398.5568      205.92033     -7192.6365      17747.357    
      5400   889.71565      1080.369      -7375.3654      180.34099     -7195.0244      24143.496    
      5500   981.12833      1191.3701     -7389.2027      198.86989     -7190.3328      6003.8246    
      5600   1163.1906      1412.4458     -7418.9752      235.77302     -7183.2022      7411.9973    
      5700   903.88985      1097.5805     -7408.4133      183.21403     -7225.1993      15417.678    
      5800   887.9564       1078.2328     -7412.0128      179.9844      -7232.0284      6595.9731    
      5900   999.45354      1213.6222     -7403.4877      202.58432     -7200.9034     -9694.8216    
      6000   1081.3178      1313.0287     -7388.3282      219.17779     -7169.1504      7593.2628    
      6100   1045.8201      1269.9244     -7363.2265      211.98258     -7151.2439      7628.8918    
      6200   1258.594       1528.2927     -7357.1134      255.11081     -7102.0026      391.34559    
      6300   982.25001      1192.7322     -7345.4854      199.09725     -7146.3881      11289.499    
      6400   1150.511       1397.0491     -7409.6531      233.20293     -7176.4501      14041.128    
      6500   902.12029      1095.4318     -7394.8962      182.85535     -7212.0408      7889.0541    
      6600   999.1805       1213.2906     -7417.118       202.52897     -7214.589       8493.1704    
      6700   1038.068       1260.5112     -7426.4312      210.41128     -7216.0199     -3202.2161    
      6800   762.58305      925.9937      -7397.423       154.57183     -7242.8512      9906.9386    
      6900   957.62028      1162.8246     -7431.2361      194.10492     -7237.1312      8273.3025    
      7000   910.67754      1105.8227     -7382.0941      184.58986     -7197.5042      11869.233    
      7100   1224.359       1486.7217     -7416.724       248.17155     -7168.5524      9592.7539    
      7200   1106.2222      1343.2698     -7400.1444      224.2258      -7175.9186      22780.839    
      7300   775.581        941.77693     -7384.331       157.20646     -7227.1245      19441.026    
      7400   931.08266      1130.6004     -7437.7692      188.72588     -7249.0433      659.51286    
      7500   1008.3417      1224.415      -7437.3421      204.38591     -7232.9562      10276.803    
      7600   944.63399      1147.0556     -7400.5212      191.47266     -7209.0485      16012.862    
      7700   994.71877      1207.8728     -7396.8201      201.6246      -7195.1954     -924.43305    
      7800   1014.1117      1231.4213     -7402.5917      205.55545     -7197.0363      18607.213    
      7900   1022.77        1241.935      -7414.107       207.31045     -7206.7965      17162.884    
      8000   886.7397       1076.7553     -7412.313       179.73778     -7232.5752      25063.132    
      8100   889.08039      1079.5976     -7431.385       180.21222     -7251.1728      11202.706    
      8200   985.8012       1197.0443     -7418.1861      199.81706     -7218.3691      8133.2544    
      8300   1127.6899      1369.3378     -7404.672       228.5772      -7176.0948      12638.823    
      8400   1043.8717      1267.5585     -7383.6422      211.58766     -7172.0546      25825.975    
      8500   1063.9196      1291.9024     -7407.1858      215.65127     -7191.5346      19125.87     
      8600   1021.9862      1240.9832     -7419.2995      207.15158     -7212.148       19986.561    
      8700   1019.8354      1238.3716     -7409.0849      206.71562     -7202.3693      22417.127    
      8800   1054.9408      1280.9996     -7399.9226      213.83132     -7186.0912      2382.4618    
      8900   1121.3941      1361.6929     -7420.3964      227.30107     -7193.0953      9943.1907    
      9000   957.84528      1163.0978     -7433.2975      194.15053     -7239.1469      3631.8161    
      9100   769.79901      934.75594     -7425.5439      156.03447     -7269.5095      9317.6421    
      9200   931.23984      1130.7912     -7433.4095      188.75774     -7244.6518      11161.067    
      9300   1052.2437      1277.7245     -7426.5598      213.28463     -7213.2752      9050.1682    
      9400   959.59775      1165.2258     -7400.7492      194.50575     -7206.2434      7215.4899    
      9500   879.89266      1068.4411     -7379.8214      178.34992     -7201.4715      10909.046    
      9600   877.46138      1065.4888     -7357.1641      177.85711     -7179.3069      9433.2382    
      9700   1304.2552      1583.7384     -7401.2364      264.36611     -7136.8703      25451.172    
      9800   945.28758      1147.8492     -7356.9871      191.60515     -7165.382       9671.5477    
      9900   721.81371      876.48808     -7341.2723      146.30809     -7194.9642      11012.894    
     10000   1073.4461      1303.4703     -7414.3691      217.58225     -7196.7868      3529.964     
     10100   1052.3071      1277.8015     -7426.6465      213.29748     -7213.349       10983.441    
     10200   858.03175      1041.8957     -7407.8401      173.91882     -7233.9213      8919.1689    
     10300   899.07578      1091.7349     -7408.9058      182.23824     -7226.6675      18427.615    
     10400   1195.7895      1452.0301     -7402.8137      242.38066     -7160.4331      9644.8405    
     10500   1024.2926      1243.7838     -7362.362       207.61907     -7154.7429      16287.9      
     10600   976.61919      1185.8947     -7369.6326      197.95591     -7171.6767      15961.866    
     10700   895.8689       1087.8408     -7408.3045      181.58822     -7226.7162      22874.231    
     10800   1013.7185      1230.9439     -7441.0849      205.47576     -7235.6092      4809.5274    
     10900   825.91497      1002.8967     -7403.2295      167.4089      -7235.8206      24153.463    
     11000   859.76023      1043.9946     -7368.8872      174.26917     -7194.6181      9032.2738    
     11100   1071.4445      1301.0397     -7391.3516      217.17653     -7174.1751      35967.804    
